# RESEARCH-ONLY — NO PUBLICATION OR IMPLEMENTATION AUTHORISED
# EXPANDED to 29 pillars × 16 question types. EVERY row is an expert hypothesis, NOT an observed search — no autocomplete/PAA/GSC source was available. Do not present these as demand evidence.
pillar,question_type,question,discovery_source,observed_or_hypothesised,domain_owner,intended_answer_format,evidence_required,expert_review_required,existing_answering_url,citation_potential,implementation_status
Material selection,Definition,What is material selection and what does it involve?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Glossary/definition block,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Cost,What does material selection cost in Chennai and what drives the price?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Cost guide (dated methodology required),Dated methodology,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Scope,What is included and excluded in material selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Comparison,How does material selection compare with the main alternative?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Comparison table,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Qualification,Who is qualified to perform material selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Credentials + registration scheme,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Process,What is the step-by-step process for material selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Numbered process,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Timeline,How long does material selection take?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Risk,What can go wrong with material selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Mistake,What mistakes do people make with material selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Documents,What documents result from or are needed for material selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Checklist,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Chennai-specific,What is specific to material selection in Chennai?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Locality,Does material selection differ by Chennai locality?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Locality hub section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Follow-up,What is the next step after material selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,Should I,Should I get material selection for my project?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,How do I choose,How do I choose a provider for material selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Material selection,What happens if,What happens if I skip material selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Contractor selection,Definition,What is contractor selection and what does it involve?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Glossary/definition block,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Contractor selection,Cost,What does contractor selection cost in Chennai and what drives the price?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Cost guide (dated methodology required),Dated methodology,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Contractor selection,Scope,What is included and excluded in contractor selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Contractor selection,Comparison,How does contractor selection compare with the main alternative?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Comparison table,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Contractor selection,Qualification,Who is qualified to perform contractor selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Credentials + registration scheme,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Contractor selection,Process,What is the step-by-step process for contractor selection?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Numbered process,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
